Elevation,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points
2604,11,212,41,1209,232,218,1374
2812,21,90,48,1826,240,196,1337
2704,36,242,-6,1671,177,140,4284
3253,20,201,71,2780,246,228,3022
2948,13,660,153,2871,204,213,1315
3280,17,330,1,3911,244,230,1878
3037,15,42,12,3089,220,206,1050
3063,5,30,2,3722,208,235,691
2757,24,120,45,1003,227,181,1276
3253,11,895,76,1663,199,224,2613
3134,22,361,96,908,251,209,1784
2259,27,170,85,1366,140,237,741
3085,22,600,59,902,180,195,1422
3228,17,90,-12,1103,228,202,3004
2923,13,0,0,2040,187,226,2154
3269,17,240,-28,2496,246,215,3789
3701,9,1187,292,5161,221,221,3467
2297,15,342,73,1020,202,209,306
2449,21,175,23,1931,188,254,60
2834,10,108,10,1092,202,224,1784
3375,11,576,36,1383,197,225,1312
2911,34,454,265,1357,107,215,1691
2334,0,330,110,794,217,238,67
3313,8,576,86,3772,218,247,2405
2919,11,212,26,4456,201,222,5940
3212,9,192,10,2380,222,247,1486
2880,16,216,67,2148,243,232,1084
2856,9,60,-1,2900,209,224,2761
2824,27,247,123,872,231,172,1195
2315,14,42,13,1082,241,233,182
2800,6,127,12,1209,227,240,1248
3134,7,120,0,5280,219,224,2262
3204,11,153,21,2263,208,251,735
2615,29,201,105,1006,220,164,1177
3106,8,300,-22,6337,219,247,2568
3371,16,834,186,983,174,235,497
2821,25,570,276,1165,144,230,1618
2866,16,150,43,2455,194,209,2205
2549,12,0,0,2761,238,236,2394
2766,6,390,10,2040,224,243,1319
2673,30,67,33,1332,186,163,1140
2666,16,85,14,1284,236,207,825
3265,3,300,30,4326,218,233,930
2623,14,30,-7,1909,228,246,875
3300,12,731,73,4439,235,240,1842
3039,8,466,67,2491,234,231,2322
3260,10,797,52,3957,231,221,2714
2662,20,108,27,1100,163,220,1972
3345,17,323,70,2607,171,228,938
2890,26,511,186,644,214,247,1784
3275,14,466,142,2900,218,250,957
2724,5,42,2,2590,229,235,2040
3299,18,85,-16,1440,213,198,1746
3076,5,313,28,2836,221,229,1613
2910,6,30,1,4322,214,246,4417
2189,22,60,14,313,221,248,424
3119,13,323,113,2670,215,210,1073
3353,10,361,153,2819,234,239,595
3087,9,335,16,1643,236,233,1495
2846,21,240,65,2032,178,253,1761
3110,7,60,7,4497,201,237,3339
2860,18,362,68,4070,170,220,5603
2808,17,90,29,573,238,205,900
2514,3,0,0,1132,213,235,1631
3029,7,67,6,2881,231,237,1461
3000,12,408,65,5152,228,215,1911
2833,22,558,209,685,216,186,750
3056,19,330,135,2808,172,212,2456
2863,9,309,75,1475,235,225,1480
3411,4,742,182,750,227,237,371
3265,5,60,0,990,213,230,2234
3291,17,242,57,1697,208,202,2275
2972,4,390,61,4147,226,231,5352
3224,3,90,1,3078,221,232,2290
2735,10,0,0,212,228,220,2457
3090,12,30,5,4857,231,243,1431
2999,13,42,-3,3394,190,222,1104
2873,12,443,227,1155,193,248,1789
2942,5,216,25,3761,229,235,4707
2617,15,210,49,1149,242,214,1356
2662,15,256,28,2173,239,237,2493
3221,20,577,183,3640,212,192,1894
2302,20,210,104,895,239,237,882
2814,23,67,9,997,151,238,1290
3063,15,150,-37,853,240,235,1487
3116,10,426,81,4891,221,218,306
2901,15,162,18,1943,224,207,2358
3187,7,218,8,2415,230,228,1018
3253,11,258,38,3705,208,250,2763
3178,14,30,-2,1828,188,220,1914
3391,12,711,17,1379,210,251,4084
2762,24,210,107,1442,150,211,1339
3187,8,391,-19,607,233,237,2197
3002,18,255,48,1224,226,247,589
3101,14,170,39,1630,241,217,2581
3003,11,418,-16,1630,234,220,924
3025,1,366,54,2448,217,237,450
2889,14,270,65,2885,179,239,2142
2882,22,134,39,2635,156,212,849
3496,9,558,215,1291,210,223,1802
2955,7,256,39,4682,226,226,6440
3049,6,240,26,3284,221,226,1590
3350,16,454,82,3226,175,239,1740
2847,15,190,15,1150,224,248,1741
3384,12,781,145,2880,239,234,2347
3257,9,551,181,808,215,220,872
3392,6,85,-4,2293,229,230,3552
2593,22,60,17,711,194,191,1590
3335,9,1092,149,2607,230,242,1871
3305,20,443,99,1518,234,242,1860
2913,15,255,13,5731,202,253,6196
3157,8,0,0,4176,235,232,3226
2650,33,42,20,2335,187,247,700
2997,18,458,176,366,247,212,674
3001,2,446,39,1549,221,234,2280
2764,9,0,0,841,213,221,2275
3109,5,30,-2,4191,223,243,1503
2767,34,150,58,2292,135,243,755
3230,11,534,46,589,191,232,942
2853,9,0,0,824,232,225,1879
3223,14,150,23,3114,231,244,258
2719,24,108,21,1214,183,187,2165
2622,18,30,1,1261,217,198,537
2252,33,67,37,150,118,192,661
3377,17,518,98,1806,227,203,1834
3277,10,124,18,4142,206,222,1655
2769,18,150,16,2064,186,207,636
3103,21,492,119,1221,156,235,2224
3234,13,162,28,1740,234,242,1841
3179,14,360,56,2402,207,253,934
3160,9,150,-10,2571,227,221,1253
2622,20,641,214,630,248,224,1321
3257,9,510,114,4468,196,244,1061
2569,8,30,-8,912,233,227,927
2904,16,108,-13,466,186,212,2402
2818,20,255,63,2408,160,221,949
3157,14,153,30,5716,189,250,2580
3029,8,323,9,4307,222,223,1266
2598,11,458,37,595,198,222,785
3075,8,938,58,1200,229,223,558
3221,4,421,49,4414,228,236,1711
2847,7,300,95,3511,228,226,6012
3185,8,216,6,3458,229,242,485
3228,10,457,25,1698,237,232,1294
2877,8,295,24,3118,211,248,2551
2757,5,30,1,1811,222,229,1710
2999,18,108,28,1410,168,236,1900
3339,12,484,100,3245,202,216,2556
2738,22,30,3,1490,153,230,1541
2988,24,150,40,400,217,179,1600
3261,15,210,40,1194,207,253,830
3262,9,488,71,5791,234,238,2906
2906,8,319,2,4058,234,233,3756
2626,20,30,7,1340,180,204,1839
3074,15,124,12,395,185,220,782
3149,8,283,-28,955,203,228,912
2359,22,361,179,1390,163,209,532
3120,10,162,4,1917,195,246,2594
2712,5,127,23,1871,229,236,5740
3104,14,150,28,997,212,208,1536
2944,11,218,52,1740,236,223,1930
2944,21,127,37,3733,164,210,2729
2162,37,283,112,730,207,136,808
3170,15,390,93,1103,222,249,2125
2616,20,90,24,1452,178,205,1104
3234,5,150,13,3715,229,234,3466
2660,21,30,-9,1182,238,196,1953
3150,11,335,3,2634,206,250,631
3096,13,108,-11,582,242,230,1773
2569,7,228,18,1266,232,231,4844
3184,2,201,22,5755,213,240,2140
2875,18,626,201,648,232,201,2431
2811,19,30,7,1861,242,202,1252
3310,8,85,-1,5493,228,224,859
3186,15,778,91,2903,242,233,2969
2958,21,270,69,1211,241,234,726
2793,16,120,26,1818,181,220,1959
2982,13,127,23,5496,214,251,2205
3256,19,424,95,3520,237,240,742
2893,10,42,5,2993,203,222,2220
2525,11,277,-10,631,224,215,560
3176,21,234,73,1189,164,212,2130
2541,8,0,0,268,235,233,1836
3214,13,382,90,671,242,227,789
2956,13,495,92,1633,187,246,1239
3246,14,42,4,1100,227,246,1148
3213,11,60,10,4293,200,221,2034
3281,8,408,58,3061,225,244,2970
3335,12,0,0,2676,207,251,607
3161,23,297,70,3434,252,214,391
2751,5,95,-7,2001,229,238,876
3245,11,120,0,4458,192,228,552
3290,23,1022,291,3439,159,246,2659
2990,9,216,28,4740,209,222,2484
2830,12,685,98,3092,217,213,1543
2482,30,42,0,778,210,162,1379
2819,10,30,0,1230,214,218,2297
2939,9,108,3,4228,199,230,5057
3274,27,708,280,836,239,231,1514
3161,9,295,124,2210,203,224,1099
2972,12,124,17,4677,233,241,5624
2791,6,300,48,2915,228,228,6677
2619,8,30,4,1205,211,224,365
3410,14,242,-54,1909,240,236,3049
3196,18,541,112,335,197,254,2072
3188,8,598,13,3907,198,233,4120
2831,16,268,36,3327,235,206,6485
3129,7,60,3,510,201,238,2556
2764,28,42,6,1924,245,178,1839
3379,11,603,140,3060,215,216,2370
3078,25,488,18,1237,186,181,2120
2906,13,170,7,1082,240,220,2265
3219,14,228,36,5303,209,210,1714
3259,16,201,50,1648,234,206,2700
2937,9,30,-1,531,235,231,2318
3182,17,450,106,994,188,210,1830
3052,20,666,11,2632,189,198,2432
2864,13,376,66,2253,211,252,1932
2983,15,85,10,1694,176,239,1501
3131,5,42,0,1440,208,235,1195
2551,18,30,7,1604,210,197,4511
2944,26,240,127,270,158,191,837
3037,8,170,26,2591,208,225,6216
2757,9,60,-6,1476,232,224,2073
2930,20,95,30,457,234,195,2304
2945,13,360,58,1931,235,213,3082
2945,11,108,9,1756,236,223,2670
2945,15,85,9,4745,178,237,6054
2983,5,330,46,4217,227,231,1984
3091,2,162,7,5193,218,234,1134
3198,4,534,92,5743,209,236,1269
3150,18,484,55,5605,219,198,1383
2796,18,30,0,1570,239,238,1790
3112,10,67,3,5130,213,218,2268
2455,23,295,85,1218,214,250,1348
3050,6,297,30,3810,216,227,2122
3211,15,255,29,4081,244,226,859
3326,13,691,99,4147,208,252,2010
3055,12,180,38,1276,206,216,2737
2866,21,342,199,1782,169,249,1627
2793,7,30,2,1008,208,227,2870
2876,5,319,33,3013,224,242,2496
2718,9,433,43,488,224,220,1250
3421,20,722,131,2379,224,194,1485
3064,12,272,17,3012,236,219,6141
2754,7,95,-3,1885,229,227,2596
2547,24,120,72,2003,199,253,892
2937,4,192,9,953,225,232,2311
3320,13,0,0,3565,234,214,2942
2968,11,379,6,5657,237,223,3814
3069,16,666,292,1084,233,207,815
3060,5,0,0,4051,213,231,658
2910,7,30,-6,679,231,237,2375
3201,14,402,85,2472,242,232,2848
3018,5,268,47,4204,228,231,1142
2949,4,95,30,1533,212,233,716
3186,36,769,305,1084,251,193,2581
3216,11,255,8,859,194,247,2283
3011,20,589,111,5734,178,252,4102
2807,16,120,38,1752,240,210,1683
3410,11,774,215,1129,214,215,875
3061,18,120,-11,2525,245,229,1944
3369,10,150,0,4471,211,250,3607
3027,15,404,124,4335,231,208,4753
3334,4,750,39,805,212,233,1262
3024,23,636,250,1899,208,182,2177
2343,36,124,63,1532,235,217,780
2323,12,150,44,402,193,223,541
3312,13,1082,142,2501,226,247,1983
2463,32,175,20,674,173,158,816
3018,15,85,1,339,176,235,1718
3127,11,162,9,5101,208,217,2362
3145,12,797,1,6198,192,248,1423
3297,19,256,42,1557,236,240,2881
3208,11,192,7,3891,219,216,3644
3402,10,212,5,2455,225,246,272
3297,25,134,67,1805,152,200,2550
3296,9,417,72,1146,230,222,2213
2782,13,108,9,2858,226,211,4668
2678,14,60,22,731,191,218,2008
3146,12,362,51,5769,190,244,2698
3167,14,524,20,2766,180,232,234
2982,11,190,9,2563,206,219,258
2915,15,162,17,924,243,230,2861
2948,10,30,6,2082,231,220,2704
2627,9,42,9,1302,232,224,268
2549,9,67,9,469,215,220,5622
3068,24,270,27,934,250,219,1664
2772,17,162,73,3379,244,232,5946
3050,23,573,137,4374,212,183,4334
3102,9,67,-2,5240,197,231,644
2925,20,30,8,437,222,191,272
2215,12,0,0,1110,219,249,450
3171,8,300,54,1134,202,246,778
2519,11,124,26,1015,203,221,779
3343,11,532,3,3358,190,237,1632
2706,30,95,54,120,242,171,1226
3001,3,277,29,5268,221,232,6301
2761,8,351,41,1358,224,222,2298
3047,22,513,12,3021,180,254,1797
3095,18,335,74,2742,176,215,819
2799,25,85,21,4230,203,252,5219
2779,38,192,124,1631,130,241,1445
2681,13,30,0,3583,236,240,2100
3183,19,95,0,1441,249,219,2523
2628,12,150,24,1732,240,227,4771
2767,23,134,3,1455,178,254,1442
3182,10,67,12,1480,212,219,2379
2191,17,390,70,450,241,208,212
2959,15,721,53,5610,180,223,1829
2847,12,404,52,3282,212,214,1249
3172,12,210,-2,742,186,236,1332
3176,3,90,3,446,215,234,1236
2768,18,192,38,1761,246,228,2506
3019,15,1034,177,2941,180,244,1308
2668,15,324,-21,1782,244,228,2498
2984,5,270,9,2728,220,244,2012
3179,7,60,-2,2220,211,227,2907
2856,37,335,131,2700,99,181,301
2494,22,212,-55,1307,222,247,1324
2766,10,240,27,1416,196,230,2366
3132,12,60,-6,3228,238,235,757
3319,18,391,70,4595,225,247,2605
2753,22,30,14,1073,153,236,1503
3217,3,120,4,6043,222,233,874
3134,18,977,371,1110,195,201,1666
2997,15,30,4,2568,244,225,659
3212,7,300,58,3194,225,226,927
3198,12,162,13,2791,240,224,5182
2418,11,350,166,1146,228,217,1165
3019,7,404,12,2947,211,226,272
3282,11,424,58,1291,239,225,2270
2807,6,495,19,882,231,235,1273
2329,23,210,39,702,168,198,604
2957,15,870,159,3171,224,206,886
3315,14,600,-6,595,238,238,4373
3176,22,234,56,4304,193,189,1597
2953,26,285,104,1048,168,252,323
2907,21,277,99,4290,215,188,964
2949,11,379,36,3778,239,232,4322
3239,9,459,129,1605,224,246,2359
2452,17,42,5,1756,213,202,277
3013,26,579,231,2048,233,179,2072
2913,5,362,7,4663,215,230,4241
3192,4,272,-21,3113,210,233,1260
2975,4,190,30,741,224,232,1933
3037,10,277,36,2394,205,222,2040
3122,21,270,-46,1050,227,189,959
3142,6,0,0,3298,230,230,700
3266,13,531,220,3780,240,222,2147
3305,25,503,87,3840,150,208,1506
3191,14,190,53,1556,240,216,2584
3209,23,268,103,2742,223,183,1560
3142,7,418,31,1790,214,226,2731
3201,19,120,36,3332,205,197,2335
2378,20,127,71,792,164,216,700
3133,23,470,66,1664,156,211,3212
3256,16,182,65,2122,221,204,2424
3191,18,573,118,5758,239,238,1320
2303,26,525,145,1448,253,208,968
3014,22,42,10,4413,243,196,2614
3137,8,420,-48,1377,204,229,1050
2908,6,30,0,1470,230,239,1812
2569,10,124,18,902,235,222,1482
3185,7,0,0,4441,230,228,1910
3041,30,212,104,3461,237,229,1040
2990,12,85,6,2732,232,216,1879
3219,12,90,35,3406,193,223,2490
2398,27,150,55,624,224,172,457
3138,15,360,-36,1291,183,220,1201
2944,1,175,12,4089,219,236,4911
2960,27,450,133,1213,243,179,513
2737,11,541,22,1092,192,228,994
3424,18,454,-40,2065,248,220,2821
2973,6,240,36,3860,214,246,2230
3046,5,696,29,1383,212,244,745
3247,9,466,71,5500,235,229,2779
2942,13,342,36,5499,190,247,5059
3101,12,120,-1,2143,217,250,693
2865,30,212,20,351,250,178,2621
3116,24,60,24,875,147,224,2455
2952,11,474,83,2258,213,217,2131
3187,11,67,14,1290,198,222,175
2748,12,30,2,1528,188,241,1148
2645,20,124,66,1756,234,241,1207
2843,29,283,178,1390,245,177,1019
2803,19,330,-17,1471,190,254,908
2874,15,379,-53,459,241,215,1892
3137,11,60,0,2007,236,238,2588
2783,16,212,55,2397,195,209,571
2213,8,30,1,1387,205,228,558
2909,7,30,-3,854,233,232,2105
3018,10,218,23,4176,235,223,2465
3157,15,256,50,3183,193,213,2447
3294,10,964,178,2405,234,239,2287
2605,37,60,40,1692,247,157,1224
2854,13,306,62,4422,238,218,5210
3225,12,630,61,1865,233,217,2564
2922,20,124,0,5655,224,247,4837
3200,7,256,25,2044,218,225,3046
2916,4,175,22,4388,212,233,2899
3051,21,201,36,808,250,213,1276
3201,8,480,57,6174,215,224,1194
3285,6,85,17,5611,221,227,865
3070,11,430,71,5389,239,232,3333
3200,17,42,12,1154,236,240,2589
3083,21,350,40,1124,209,189,2126
2759,12,127,21,1549,207,215,1928
2712,5,127,1,2032,210,232,3941
3225,8,285,42,782,198,240,726
3325,19,216,46,1761,231,197,1884
3115,3,210,-5,2442,224,233,2294
3145,15,552,71,1765,194,213,2687
2212,17,242,87,553,216,201,153
3304,10,270,25,3596,212,220,2173
2613,13,150,-13,1592,232,212,450
2989,25,277,99,1947,208,177,1617
3015,8,285,-4,4199,203,228,1283
3415,2,108,7,2962,221,239,859
3155,12,616,114,4510,204,218,2012
2848,11,258,47,2890,238,234,2445
3352,15,330,19,976,244,217,3701
2911,9,192,23,1611,235,228,957
2639,7,42,6,819,214,225,1575
3127,6,283,-3,2761,207,230,882
3016,12,371,-11,258,240,229,1565
3060,19,424,139,2912,172,248,2442
3140,19,437,16,3679,165,236,1398
3182,21,540,-8,3645,184,196,2971
2566,14,0,0,1614,218,250,1230
2999,26,285,141,834,253,198,1254
3204,4,120,-13,3449,209,240,1639
3157,13,85,5,1282,227,246,2513
2420,10,30,0,1338,192,237,741
2702,18,295,62,3226,226,247,1784
2482,16,564,92,1087,214,203,426
3147,9,120,10,4315,209,222,1786
3175,8,60,6,1261,234,236,1201
3178,5,30,2,4473,208,242,1744
2898,14,228,-8,2136,182,241,1168
2959,18,180,48,5664,172,245,1091
2974,13,360,53,1674,191,221,532
2835,23,124,41,1103,173,192,1853
2128,31,30,18,360,134,182,569
2808,4,569,20,808,220,230,1342
2790,22,277,91,819,216,250,2024
2682,10,108,25,1756,200,226,6715
3148,13,182,17,1958,209,213,2976
3456,16,638,87,2077,175,228,466
2476,9,0,0,371,230,221,1507
3489,17,319,107,3620,183,214,1722
2906,10,150,0,5299,195,246,4932
3159,7,67,1,454,226,242,1383
2922,21,60,19,4590,250,220,1666
2776,1,212,25,819,220,237,1978
3185,18,330,96,3876,197,200,1947
3049,18,390,120,5984,166,230,1558
2980,18,42,15,258,169,228,450
2818,5,30,0,2389,224,229,2340
2684,28,270,-51,1003,197,250,768
2909,2,319,32,4031,215,241,3588
2913,6,323,13,5415,206,244,3915
2622,17,175,2,1189,226,201,150
2452,19,270,-10,90,165,239,510
3331,12,408,55,2042,204,216,1380
2957,15,371,36,2073,210,252,2037
3079,22,361,102,564,241,194,1418
3157,6,331,95,4147,226,227,819
3163,16,228,36,3421,182,217,1691
3488,16,691,140,4324,203,206,3495
2538,4,30,2,1276,226,238,1357
2821,4,228,23,3264,221,230,6187
2637,10,0,0,1416,228,220,735
3153,15,313,75,2791,203,209,1082
2631,19,120,-3,1130,245,206,960
2639,19,255,88,481,248,222,1682
3238,9,283,143,4909,210,222,1680
3263,12,382,92,2569,196,220,2468
3224,11,30,-5,4468,207,217,875
2971,12,430,50,2043,212,251,2081
3209,22,268,19,1180,249,203,1290
2669,15,90,9,1214,213,205,1800
3082,15,234,21,1683,218,251,721
3317,24,532,166,2844,156,205,509
3129,4,175,26,900,225,239,1829
3118,5,30,1,1894,228,238,2250
3081,17,799,253,4490,239,238,1519
3036,29,90,-5,631,235,168,702
2532,14,361,48,277,222,208,2751
3311,17,573,130,3900,245,213,1065
2725,31,212,68,540,251,209,402
2729,5,240,3,1064,219,228,1358
3189,11,268,50,3660,193,229,1883
2649,3,124,15,732,220,232,1679
3170,5,834,94,1583,209,231,2611
2252,22,342,204,525,225,187,256
2959,10,30,1,1054,219,219,30
3013,15,301,-8,1158,240,215,649
2710,9,60,1,1262,210,223,1771
2987,9,228,43,218,199,246,1269
3070,23,277,66,4241,251,204,2592
2645,6,60,1,1621,231,236,134
3205,4,408,73,297,225,240,966
2344,25,256,70,247,248,221,866
2757,13,120,33,2753,239,236,2435
3113,15,390,7,2224,220,207,1639
3155,10,350,23,297,224,247,4872
3404,10,794,65,1382,202,223,1632
3397,25,319,142,3333,165,251,541
3166,11,162,29,2244,189,239,641
3261,9,488,215,3750,234,227,2173
3058,6,720,-116,1325,228,230,853
2878,4,228,19,3037,222,230,3823
2691,14,42,8,1851,195,216,6411
2919,10,571,6,3783,237,227,4189
2927,6,430,0,872,224,227,2290
2991,4,242,52,3638,211,243,1926
3125,13,481,108,1588,213,212,2707
2702,14,85,23,1376,199,212,3203
2751,7,85,16,2761,212,225,4770
2936,10,339,14,4712,213,219,3329
2977,10,242,29,3931,198,227,2263
2977,16,755,193,1180,210,204,2496
2973,30,350,117,350,164,168,1728
2827,16,90,20,1693,179,222,2474
2955,19,256,70,3568,246,207,2885
3166,10,190,6,3900,238,229,418
3016,10,85,17,5033,237,227,3236
3022,7,297,45,4967,215,226,3769
2747,20,268,101,2255,248,225,2313
2939,5,42,3,4761,226,230,2353
2573,16,124,26,1302,205,253,1146
3109,15,0,0,3925,185,219,1852
2564,4,277,87,819,227,236,1050
2142,27,150,53,360,134,222,513
2887,17,0,0,1980,247,218,1510
2883,20,108,33,3800,160,233,5954
3495,33,240,50,2647,243,215,1027
3138,16,426,80,4919,210,204,2940
3103,12,150,38,2842,188,227,1513
3213,25,247,34,4524,154,202,1598
2980,14,234,4,5040,211,252,1406
3267,13,524,132,537,196,251,2446
2902,20,216,31,2750,169,209,1026
2741,8,379,48,1307,197,239,1939
3241,9,120,-3,1318,235,235,2739
2949,14,258,56,5649,238,213,3940
3168,3,342,16,6082,225,238,1061
3177,23,285,61,2553,226,245,3305
3346,8,134,-17,2937,233,237,671
3193,5,459,49,6100,214,229,1150
2832,24,390,67,876,183,187,779
3226,12,361,80,671,194,223,1822
2359,24,120,32,108,153,206,467
2913,19,108,53,6159,168,215,4552
3098,26,258,78,2941,220,245,1371
2933,16,603,114,1332,216,202,2649
2857,11,67,10,3937,237,236,6167
2689,11,474,-16,636,216,217,1936
2507,15,134,22,1440,207,206,932
3134,24,342,82,365,248,223,541
3146,19,402,53,3201,208,195,3195
2630,16,295,77,543,203,205,1092
2819,7,242,24,1962,214,246,2969
3096,4,390,-12,6496,226,239,2844
3333,19,703,195,933,225,247,4468
2740,2,150,13,2748,221,234,4982
3215,6,212,0,2542,229,230,1080
3214,23,134,56,2255,204,253,1343
3385,20,218,56,976,248,224,4031
3224,5,150,26,797,224,241,1253
1989,27,255,90,258,253,209,842
3147,12,309,35,1321,186,239,2056
3368,19,642,203,1591,240,236,1245
2910,26,240,93,1691,236,178,2761
2968,7,190,22,1733,204,230,1935
2664,9,67,-1,1445,221,219,1082
2895,8,216,30,1935,198,240,1110
2370,26,30,21,1260,208,173,972
2668,6,124,11,162,225,228,976
2939,13,90,17,4817,223,211,2502
3246,6,700,98,6022,227,228,1535
2980,7,488,190,2908,226,242,1487
3206,11,360,4,2762,219,215,1087
2694,19,150,30,1811,227,195,1090
3034,5,120,13,1879,228,233,1613
2399,18,67,18,959,247,213,924
2811,3,361,116,1290,223,233,661
3108,10,85,17,170,195,244,2232
3209,4,395,50,797,222,241,306
3131,9,42,-5,1451,235,237,2242
3257,9,552,181,797,217,220,934
3004,7,300,26,5230,223,224,6170
2989,7,350,73,446,211,247,1501
2113,12,0,0,1075,240,230,417
3020,7,268,-3,2018,219,246,875
3239,10,350,37,2475,216,249,1425
2698,33,60,-30,1725,211,239,1299
3309,13,443,95,815,233,214,1146
3327,15,127,6,2221,210,208,1978
2975,16,342,71,4702,218,204,3803
2982,16,95,18,600,178,224,1045
3233,13,459,50,5715,232,214,2054
3037,22,564,221,1471,209,252,339
3373,6,721,44,1018,227,228,4308
2495,36,108,59,95,174,245,743
3046,9,90,17,2995,234,226,1082
3198,5,30,-3,983,227,239,1369
2924,7,153,25,1142,224,225,2314
3265,12,0,0,6234,235,217,247
2982,14,256,10,4339,223,208,4023
3017,9,42,6,4618,196,230,569
2913,15,216,47,3642,245,224,2678
2726,14,67,1,376,222,209,2455
2922,22,228,117,957,247,226,525
2893,10,342,42,2513,223,218,2580
3010,5,201,45,426,212,230,503
2945,4,30,-3,4710,223,231,4781
2373,20,85,29,598,249,214,1379
2750,14,390,20,2631,236,213,2155
3118,1,706,64,2107,217,237,2455
2900,9,218,33,4110,229,223,6275
3010,14,212,61,990,243,229,495
2885,10,30,1,1771,217,218,1104
3264,12,430,57,1248,240,226,2542
3186,15,67,-23,834,220,207,2032
2751,6,108,28,2553,223,244,1885
3141,18,108,16,2442,193,204,2308
2992,8,446,75,4567,229,242,1885
2814,11,297,31,1919,219,215,1679
3148,10,240,10,5193,207,220,2407
2330,2,300,173,824,216,234,853
3056,28,306,120,1679,253,207,2719
3260,5,467,44,630,208,234,1638
2984,8,90,5,2700,217,222,1630
3260,27,376,86,1781,170,181,2059
3066,8,228,-38,691,230,241,1627
2837,12,67,13,3562,207,216,6482
2845,14,268,-38,1387,181,233,1441
3174,10,175,-10,1800,212,219,730
3443,7,677,48,2499,210,228,1572
2877,13,120,22,3677,185,226,5552
2995,13,390,66,1892,234,213,1736
3145,14,30,8,1140,193,216,2236
2421,13,0,0,711,199,216,1154
2304,7,0,0,474,204,231,1523
2457,15,150,10,212,235,210,1130
3123,22,430,97,962,186,191,1433
2988,9,560,71,5560,231,241,2729
2498,25,134,84,1584,201,252,577
2916,19,331,120,1595,166,240,2531
2984,4,85,1,2884,224,231,1822
3255,9,484,34,6139,211,222,947
2529,6,400,26,871,229,231,1266
2884,5,330,35,2918,223,242,2657
2932,11,297,3,4391,235,240,5766
3130,14,192,18,1932,208,252,297
3073,9,600,-35,6290,235,228,2955
2767,3,134,15,2061,218,242,3520
3019,12,690,98,1476,224,214,513
3031,5,793,66,5727,206,236,5836
2948,9,402,79,2178,224,220,2242
2985,11,124,-9,2210,232,242,3220
2922,9,366,68,2897,210,223,2465
2959,35,295,132,1269,105,209,1207
2932,13,285,16,4671,234,241,395
2681,28,95,-52,256,254,202,547
2763,7,503,-9,1866,224,225,2143
3149,19,350,129,3009,214,252,1249
3258,14,446,71,4341,195,216,1012
3105,28,600,194,5758,133,227,1396
2578,32,120,52,2372,213,239,931
2895,19,1050,118,2493,236,240,1410
2844,10,108,8,2962,237,231,2336
2732,7,134,20,2539,220,225,5182
2642,36,437,172,875,104,223,1740
3030,5,0,0,1530,215,229,940
3226,2,484,42,666,220,240,1714
3133,29,212,69,4042,185,165,805
3015,2,182,38,4592,220,234,67
3138,9,85,10,2496,224,246,511
2939,14,150,35,3973,219,250,698
2945,27,234,112,891,181,253,437
2978,12,342,82,4490,219,212,1973
3003,3,0,0,5367,219,232,2268
3129,17,295,-12,1302,213,202,242
3325,19,859,200,3887,165,237,2313
2913,6,270,13,5402,206,243,4137
3125,11,210,6,2160,237,237,2058
2844,27,295,102,3632,143,197,1195
3027,3,42,1,2432,210,238,3072
3162,14,751,121,924,239,237,2016
3310,21,552,192,3339,250,211,553
2623,8,95,3,1259,227,223,182
3225,8,691,88,2309,203,245,618
2925,13,85,16,3546,242,230,2270
3108,9,85,-1,2881,218,221,3159
2758,11,60,7,1380,234,240,1605
2762,22,150,68,2847,161,211,1947
2810,34,60,28,2506,128,240,1816
3204,18,283,41,807,247,213,2780
3239,8,960,78,1410,200,230,2856
2882,4,564,129,3503,226,237,3056
3162,13,488,49,3639,216,210,3483
3076,12,90,27,2363,187,242,553
3074,11,60,10,1888,192,230,1761
2841,11,631,274,1414,192,229,1008
3001,15,90,-15,960,234,242,738
2764,7,60,0,741,213,227,2992
3222,12,324,74,765,194,222,1917
3000,10,509,96,3618,222,248,1050
3229,2,577,30,4804,223,237,2451
3289,13,474,99,1492,241,231,1146
2656,15,218,39,938,236,209,659
3210,10,778,94,3087,218,218,2687
3045,8,228,24,1943,233,236,1543
3195,32,85,20,1159,125,234,2522
3295,3,162,25,6239,217,233,268
3219,13,212,52,3092,230,245,1082
3184,18,510,66,3021,240,205,812
3019,25,424,50,277,159,196,977
2809,17,0,0,4310,189,252,510
2846,28,361,124,1738,219,168,858
2726,12,268,16,1834,204,218,3641
3086,8,180,9,1550,216,222,1890
2899,21,319,131,408,156,225,1167
3020,22,255,43,2409,168,201,2188
3208,16,85,18,1800,244,213,1530
3033,13,503,64,5490,196,250,990
2542,16,150,33,1932,231,244,1761
3209,22,390,93,2646,231,243,3353
2961,21,866,166,2744,249,206,1584
2913,9,379,54,2496,231,241,2100
3201,10,560,88,3466,202,224,3518
2378,16,190,48,474,243,232,1323
2962,11,108,20,3487,239,231,6484
3097,7,60,2,2100,201,235,1154
2818,7,212,29,1727,222,224,2576
2937,11,201,-1,1831,196,226,108
2859,8,390,80,1406,218,223,2791
3022,9,451,0,2850,218,220,1383
2909,16,390,96,2830,242,210,1884
2210,24,30,10,1413,250,198,745
3135,15,295,9,342,244,230,2015
